scheduler,job_name,selected_gpu_id,selected_gpu_type,runtime_on_gpu,start_time,job_jct,gpu_milli,ddl
fgt_[0-200],openb-pod-2487,4,A100,9925,18374,28299,480,inf
fgt_[0-200],openb-pod-2064,4,A100,9625,18374,27999,220,13488.0
fgt_[0-200],openb-pod-2968,4,A100,9925,18374,28299,220,inf
fgt_[0-200],openb-pod-2327,4,A100,30483,27999,58482,330,19601.0
fgt_[0-200],openb-pod-2717,4,A100,26641,27999,54640,320,inf
fgt_[0-200],openb-pod-3226,4,A100,30483,27999,58482,320,50100.0
fgt_[0-200],openb-pod-2093,4,A100,72698,58482,131180,460,inf
fgt_[0-200],openb-pod-2054,4,A100,55562,58482,114044,220,inf
fgt_[0-200],openb-pod-2502,4,A100,72698,58482,131180,220,inf
fgt_[0-200],openb-pod-3099,4,A100,66163,114044,180207,460,inf
fgt_[0-200],openb-pod-2954,5,GTX2080Ti,2436,0,2436,650,inf
fgt_[0-200],openb-pod-3182,5,GTX2080Ti,2436,0,2436,320,inf
fgt_[0-200],openb-pod-3108,5,GTX2080Ti,4813,2436,7249,460,3899.0
fgt_[0-200],openb-pod-1800,5,GTX2080Ti,4813,2436,7249,470,inf
fgt_[0-200],openb-pod-1784,5,GTX2080Ti,8177,7249,15426,470,inf
fgt_[0-200],openb-pod-2573,5,GTX2080Ti,8177,7249,15426,320,inf
fgt_[0-200],openb-pod-1432,5,GTX2080Ti,14229,15426,29655,220,26386.0
fgt_[0-200],openb-pod-1529,6,GTX2080Ti,3594,0,3594,650,inf
fgt_[0-200],openb-pod-2374,6,GTX2080Ti,3594,0,3594,320,inf
fgt_[0-200],openb-pod-2295,6,GTX2080Ti,2901,1843,4744,470,inf
fgt_[0-200],openb-pod-1593,6,GTX2080Ti,2901,1843,4744,460,2294.0
fgt_[0-200],openb-pod-2546,6,GTX2080Ti,6274,4744,11018,470,inf
fgt_[0-200],openb-pod-2355,6,GTX2080Ti,6274,4744,11018,470,inf
fgt_[0-200],openb-pod-2964,6,GTX2080Ti,16886,11018,27904,470,inf
fgt_[0-200],openb-pod-3118,6,GTX2080Ti,16886,11018,27904,320,inf
fgt_[0-200],openb-pod-1548,6,GTX2080Ti,20223,27904,48127,220,inf
fgt_[0-200],openb-pod-2030,7,GTX2080Ti,2370,0,2370,650,inf
fgt_[0-200],openb-pod-2773,7,GTX2080Ti,2370,0,2370,320,inf
fgt_[0-200],openb-pod-3038,7,GTX2080Ti,4033,2370,6403,650,inf
fgt_[0-200],openb-pod-2467,7,GTX2080Ti,4033,2370,6403,220,inf
fgt_[0-200],openb-pod-3149,7,GTX2080Ti,11168,6403,17571,320,inf
fgt_[0-200],openb-pod-2677,7,GTX2080Ti,9945,6403,16348,230,inf
fgt_[0-200],openb-pod-2008,7,GTX2080Ti,11168,6403,17571,320,inf
fgt_[0-200],openb-pod-1343,7,GTX2080Ti,21895,17571,39466,470,inf
fgt_[0-200],openb-pod-3012,7,GTX2080Ti,21895,17571,39466,470,15119.0
fgt_[0-200],openb-pod-1127,8,GTX2080Ti,2576,0,2576,470,3854.0
fgt_[0-200],openb-pod-1346,8,GTX2080Ti,2576,0,2576,460,inf
fgt_[0-200],openb-pod-2807,8,GTX2080Ti,3790,2576,6366,650,inf
fgt_[0-200],openb-pod-2335,8,GTX2080Ti,3790,2576,6366,230,inf
fgt_[0-200],openb-pod-2670,8,GTX2080Ti,7550,6366,13916,470,inf
fgt_[0-200],openb-pod-2771,8,GTX2080Ti,7550,6366,13916,470,inf
fgt_[0-200],openb-pod-1766,8,GTX2080Ti,16295,13916,30211,470,inf
fgt_[0-200],openb-pod-2060,8,GTX2080Ti,16295,13916,30211,320,inf
fgt_[0-200],openb-pod-1976,9,GTX2080Ti,2829,0,2829,650,inf
fgt_[0-200],openb-pod-2868,9,GTX2080Ti,2829,0,2829,320,inf
fgt_[0-200],openb-pod-2637,9,GTX2080Ti,5668,2829,8497,460,6933.0
fgt_[0-200],openb-pod-2038,9,GTX2080Ti,5668,2829,8497,470,inf
fgt_[0-200],openb-pod-2208,9,GTX2080Ti,20482,8497,28979,320,inf
fgt_[0-200],openb-pod-1279,9,GTX2080Ti,15890,8497,24387,320,inf
fgt_[0-200],openb-pod-1430,9,GTX2080Ti,20482,8497,28979,320,inf
fgt_[0-200],openb-pod-3355,10,V100,29592,0,29592,320,inf
fgt_[0-200],openb-pod-2724,10,V100,29473,0,29473,220,inf
fgt_[0-200],openb-pod-3019,10,V100,28906,0,28906,220,inf
fgt_[0-200],openb-pod-2906,10,V100,29592,0,29592,230,34543.0
fgt_[0-200],openb-pod-1850,11,V100,34431,0,34431,320,inf
fgt_[0-200],openb-pod-2301,11,V100,34431,0,34431,650,inf
fgt_[0-200],openb-pod-2419,12,V100,11507,0,11507,470,inf
fgt_[0-200],openb-pod-3324,12,V100,10204,0,10204,320,7720.0
fgt_[0-200],openb-pod-1239,12,V100,11507,0,11507,160,8525.0
fgt_[0-200],openb-pod-1329,13,V100,42734,0,42734,320,inf
fgt_[0-200],openb-pod-1867,13,V100,39238,0,39238,320,inf
fgt_[0-200],openb-pod-2667,13,V100,42734,0,42734,320,inf
fgt_[0-200],openb-pod-2438,14,V100,15068,0,15068,460,inf
fgt_[0-200],openb-pod-3380,14,V100,14584,0,14584,160,inf
fgt_[0-200],openb-pod-3125,14,V100,15068,0,15068,220,inf
